Country,Area,Continent,Parameter,Age,Sex,Variable,SIGICategories,Categories,Value,Average,Latitude,Longitude
Papua New Guinea,Melanesia,Oceania,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,34.6,11.0,-0.74
Papua New Guinea,Melanesia,Oceania,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,34.6,11.0,-0.74
Papua New Guinea,Melanesia,Oceania,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,34.6,11.0,-0.74
Papua New Guinea,Melanesia,Oceania,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,34.6,11.0,-0.74
Papua New Guinea,Melanesia,Oceania,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,86.3,34.6,11.0,-0.74
Papua New Guinea,Melanesia,Oceania,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,34.6,11.0,-0.74
Solomon Islands,Melanesia,Oceania,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,20.1,10.1,-15.0152,98.3661
Solomon Islands,Melanesia,Oceania,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,none,10.1,-15.0152,98.3661
Solomon Islands,Melanesia,Oceania,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,10.1,-15.0152,98.3661
Solomon Islands,Melanesia,Oceania,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,none,10.1,-15.0152,98.3661
Solomon Islands,Melanesia,Oceania,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,10.1,-15.0152,98.3661
Solomon Islands,Melanesia,Oceania,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,22,10.1,-15.0152,98.3661
Solomon Islands,Melanesia,Oceania,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,10.1,-15.0152,98.3661
Solomon Islands,Melanesia,Oceania,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,10.1,-15.0152,98.3661
Solomon Islands,Melanesia,Oceania,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,10.1,-15.0152,98.3661
Solomon Islands,Melanesia,Oceania,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,10.1,-15.0152,98.3661
Solomon Islands,Melanesia,Oceania,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,10.1,-15.0152,98.3661
Solomon Islands,Melanesia,Oceania,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,10.1,-15.0152,98.3661
Solomon Islands,Melanesia,Oceania,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,88.6,10.1,-15.0152,98.3661
Solomon Islands,Melanesia,Oceania,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,10.1,-15.0152,98.3661
Angola,Middle Africa,Africa,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,22.3,43.25,59.9139,4.7522
Angola,Middle Africa,Africa,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,39.8,54.6,59.9139,4.7522
Angola,Middle Africa,Africa,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,54.6,59.9139,4.7522
Angola,Middle Africa,Africa,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,54.1,54.6,59.9139,4.7522
Angola,Middle Africa,Africa,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,54.6,59.9139,4.7522
Angola,Middle Africa,Africa,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,75,54.6,59.9139,4.7522
Angola,Middle Africa,Africa,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,54.6,59.9139,4.7522
Angola,Middle Africa,Africa,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,54.6,59.9139,4.7522
Angola,Middle Africa,Africa,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,54.6,59.9139,4.7522
Angola,Middle Africa,Africa,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,54.6,59.9139,4.7522
Angola,Middle Africa,Africa,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,54.6,59.9139,4.7522
Angola,Middle Africa,Africa,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,54.6,59.9139,4.7522
Angola,Middle Africa,Africa,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,81.8,54.6,59.9139,4.7522
Angola,Middle Africa,Africa,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,54.6,59.9139,4.7522
Cameroon,Middle Africa,Africa,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,20.3,33.77,43.8566,-20.3522
Cameroon,Middle Africa,Africa,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,41,33.77,43.8566,-20.3522
Cameroon,Middle Africa,Africa,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,13.6,33.77,43.8566,-20.3522
Cameroon,Middle Africa,Africa,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,49.9,33.77,43.8566,-20.3522
Cameroon,Middle Africa,Africa,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,10.9,33.77,43.8566,-20.3522
Cameroon,Middle Africa,Africa,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,72,33.77,43.8566,-20.3522
Cameroon,Middle Africa,Africa,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,33.77,43.8566,-20.3522
Cameroon,Middle Africa,Africa,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,84.1,33.77,43.8566,-20.3522
Cameroon,Middle Africa,Africa,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,33.77,43.8566,-20.3522
Cameroon,Middle Africa,Africa,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,33.77,43.8566,-20.3522
Cameroon,Middle Africa,Africa,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,33.77,43.8566,-20.3522
Cameroon,Middle Africa,Africa,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,33.77,43.8566,-20.3522
Cameroon,Middle Africa,Africa,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,81.4,33.77,43.8566,-20.3522
Cameroon,Middle Africa,Africa,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,98.6,33.77,43.8566,-20.3522
Central African Republic,Middle Africa,Africa,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,9.7,27.34,-1.4162,-9.4673
Central African Republic,Middle Africa,Africa,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,51.9,27.34,-1.4162,-9.4673
Central African Republic,Middle Africa,Africa,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,27.34,-1.4162,-9.4673
Central African Republic,Middle Africa,Africa,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,69.6,27.34,-1.4162,-9.4673
Central African Republic,Middle Africa,Africa,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,27.34,-1.4162,-9.4673
Central African Republic,Middle Africa,Africa,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,39,27.34,-1.4162,-9.4673
Central African Republic,Middle Africa,Africa,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,27.34,-1.4162,-9.4673
Central African Republic,Middle Africa,Africa,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,69.3,27.34,-1.4162,-9.4673
Central African Republic,Middle Africa,Africa,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,27.34,-1.4162,-9.4673
Central African Republic,Middle Africa,Africa,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,27.34,-1.4162,-9.4673
Central African Republic,Middle Africa,Africa,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,27.34,-1.4162,-9.4673
Central African Republic,Middle Africa,Africa,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,27.34,-1.4162,-9.4673
Central African Republic,Middle Africa,Africa,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,63.9,27.34,-1.4162,-9.4673
Central African Republic,Middle Africa,Africa,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,78.4,27.34,-1.4162,-9.4673
Chad,Middle Africa,Africa,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,5.1,28.57,17.4549,-26.079
Chad,Middle Africa,Africa,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,45.3,28.57,17.4549,-26.079
Chad,Middle Africa,Africa,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,36.4,28.57,17.4549,-26.079
Chad,Middle Africa,Africa,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,55.4,28.57,17.4549,-26.079
Chad,Middle Africa,Africa,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,37.6,28.57,17.4549,-26.079
Chad,Middle Africa,Africa,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,26,28.57,17.4549,-26.079
Chad,Middle Africa,Africa,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,28.57,17.4549,-26.079
Chad,Middle Africa,Africa,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,52.8,28.57,17.4549,-26.079
